batter,h_exit_velo,h_barrel_pct,h_launch_angle,h_sweet_spot_pct,h_hard_hit_pct,h_pull_air_pct,h_hr_rate,h_n_batted,h_hr_contact_score,h_lifted_power_score,h_2026_exit_velo,h_2026_barrel_pct,h_2026_launch_angle,h_2026_sweet_spot_pct,h_2026_hard_hit_pct,h_2026_pull_air_pct,h_2026_hr_rate,h_2026_n_batted,h_2026_hr_contact_score,h_2026_lifted_power_score,h_recent_exit_velo,h_recent_barrel_pct,h_recent_launch_angle,h_recent_sweet_spot_pct,h_recent_hard_hit_pct,h_recent_pull_air_pct,h_recent_hr_rate,h_recent_n_batted,h_recent_hr_contact_score,h_recent_lifted_power_score,h_batter_right,h_zone_contact_pct,h_hr_vs_4seam,h_ev_vs_4seam,h_pa_vs_4seam,h_hr_vs_sinker,h_ev_vs_sinker,h_pa_vs_sinker,h_hr_vs_slider,h_ev_vs_slider,h_pa_vs_slider,h_hr_vs_change,h_ev_vs_change,h_pa_vs_change,h_hr_vs_curve,h_ev_vs_curve,h_pa_vs_curve,h_hr_vs_cutter,h_ev_vs_cutter,h_pa_vs_cutter,h_hr_vs_rhp,h_ev_vs_rhp,h_barrel_pct_vs_rhp,h_hard_hit_pct_vs_rhp,h_launch_angle_vs_rhp,h_sweet_spot_pct_vs_rhp,h_pull_air_pct_vs_rhp,h_n_batted_vs_rhp,h_xwoba_vs_rhp,h_hr_vs_lhp,h_ev_vs_lhp,h_barrel_pct_vs_lhp,h_hard_hit_pct_vs_lhp,h_launch_angle_vs_lhp,h_sweet_spot_pct_vs_lhp,h_pull_air_pct_vs_lhp,h_n_batted_vs_lhp,h_xwoba_vs_lhp,h_hr_contact_score_vs_rhp,h_lifted_power_score_vs_rhp,h_hr_contact_score_vs_lhp,h_lifted_power_score_vs_lhp,h_xwoba_vs_4seam,h_xwoba_vs_sinker,h_xwoba_vs_slider,h_xwoba_vs_change,h_xwoba_vs_curve,h_xwoba_vs_cutter,h_woba_vs_rhp,h_iso_vs_rhp,h_hr_pa_vs_rhp,h_k_pct_vs_rhp,h_woba_vs_lhp,h_iso_vs_lhp,h_hr_pa_vs_lhp,h_k_pct_vs_lhp
514888,80.73462414578587,0.03416856492027335,17.24373576309795,0.2437357630979499,0.2152619589977221,0.16287015945330297,0.029612756264236904,878,0.14851936218678816,0.20820045558086558,75.66499999999999,0.0,1.9,0.3,0.25,0.15,0.0,20.0,0.155,0.11249999999999999,75.66499999999999,0.0,1.9,0.3,0.25,0.15,0.0,20.0,0.155,0.11249999999999999,1.0,0.5588536335721597,0.05314009661835749,84.00676328502416,207.0,0.01764705882352941,79.58764705882352,170.0,0.012578616352201259,80.40125786163522,159.0,0.02247191011235955,80.39438202247192,89.0,0.05128205128205128,76.91538461538461,39.0,0.04819277108433735,83.63253012048193,83.0,0.026462395543175487,80.4707520891365,0.033426183844011144,0.2075208913649025,17.807799442896936,0.23259052924791088,0.16016713091922005,718.0,0.3222926708948615,0.04375,81.91875,0.0375,0.25,14.7125,0.29375,0.175,160.0,0.32824987276821516,0.14338440111420614,0.20764275766016715,0.1715625,0.21070312500000002,0.40912028780582244,0.34331367589140477,0.27712487293090377,0.23263150714831385,0.327832084139265,0.2942357229123534,0.31661764705882356,0.164969450101833,0.034926470588235295,0.15992647058823528,0.3332258064516129,0.2072072072072072,0.056451612903225805,0.22580645161290322
516782,81.38688888888889,0.044444444444444446,12.695555555555556,0.3111111111111111,0.2511111111111111,0.11555555555555555,0.02,450,0.16666666666666666,0.1975138888888889,86.71923076923076,0.07692307692307693,2.269230769230769,0.2692307692307692,0.23076923076923078,0.19230769230769232,0.0,26.0,0.17884615384615385,0.14591346153846152,86.71923076923076,0.07692307692307693,2.269230769230769,0.2692307692307692,0.23076923076923078,0.19230769230769232,0.0,26.0,0.17884615384615385,0.14591346153846152,1.0,0.583963691376702,0.01775147928994083,82.96331360946745,169.0,0.012195121951219513,82.53536585365853,82.0,0.0,76.31320754716981,53.0,0.0,82.68139534883721,43.0,0.09090909090909091,85.06818181818181,22.0,0.06818181818181818,80.78863636363636,44.0,0.020833333333333332,80.21291666666666,0.05416666666666667,0.20833333333333334,9.745833333333334,0.31666666666666665,0.0875,240.0,0.351624734349481,0.01904761904761905,82.72857142857143,0.03333333333333333,0.3,16.066666666666666,0.3047619047619048,0.14761904761904762,210.0,0.3746226081996048,0.15729166666666664,0.18091145833333333,0.1773809523809524,0.21648809523809523,0.3630004427124878,0.281753488372093,0.32580414438502675,0.3584493284493285,0.5457328750870751,0.40941185897435894,0.32719576719576715,0.1393939393939394,0.026455026455026454,0.20634920634920634,0.31422077922077923,0.13571428571428573,0.025974025974025976,0.2077922077922078
518595,82.75659163987137,0.05144694533762058,19.710610932475884,0.3215434083601286,0.22186495176848875,0.12861736334405144,0.01929260450160772,311,0.16848874598070737,0.2282154340836013,90.46,0.0,31.2,0.6,0.4,0.0,0.0,5.0,0.2607499999999999,0.1975,90.46,0.0,31.2,0.6,0.4,0.0,0.0,5.0,0.2607499999999999,0.1975,1.0,0.5743243243243243,0.018018018018018018,85.40270270270271,111.0,0.017241379310344827,82.29827586206896,58.0,0.020833333333333332,81.28125,48.0,0.06666666666666667,83.71333333333334,15.0,0.0,80.31,10.0,0.0,81.68636363636364,22.0,0.015444015444015444,82.74749034749034,0.04633204633204633,0.22393822393822393,19.332046332046332,0.29343629343629346,0.11196911196911197,259.0,0.34533376049483167,0.038461538461538464,82.80192307692307,0.07692307692307693,0.21153846153846154,21.596153846153847,0.46153846153846156,0.21153846153846154,52.0,0.4258010145918291,0.15675675675675677,0.2173503861003861,0.22692307692307695,0.2823317307692308,0.42763991118832934,0.3118376487305798,0.35456852275616574,0.2693888888888889,0.24233333333333337,0.34495428571428566,0.26358288770053473,0.1352941176470588,0.0213903743315508,0.31016042780748665,0.25,0.17777777777777778,0.041666666666666664,0.3333333333333333
518692,84.32906077348066,0.051933701657458566,16.640883977900554,0.34033149171270716,0.2640883977900553,0.14585635359116023,0.027624309392265192,905,0.18524861878453042,0.23885359116022098,84.23529411764706,0.029411764705882353,7.882352941176471,0.2647058823529412,0.3235294117647059,0.08823529411764706,0.029411764705882353,34.0,0.1588235294117647,0.1426470588235294,84.23529411764706,0.029411764705882353,7.882352941176471,0.2647058823529412,0.3235294117647059,0.08823529411764706,0.029411764705882353,34.0,0.1588235294117647,0.1426470588235294,0.0,0.624780316344464,0.028985507246376812,85.63971014492753,345.0,0.022222222222222223,87.13111111111111,135.0,0.030927835051546393,83.07422680412371,97.0,0.02197802197802198,81.64065934065934,91.0,0.045454545454545456,83.73939393939395,66.0,0.037037037037037035,80.9283950617284,81.0,0.025757575757575757,84.18893939393939,0.048484848484848485,0.26212121212121214,16.98787878787879,0.346969696969697,0.1484848484848485,660.0,0.40713526243116027,0.0326530612244898,84.70653061224489,0.061224489795918366,0.2693877551020408,15.706122448979592,0.3224489795918367,0.13877551020408163,245.0,0.4045708449354588,0.18583333333333332,0.24185606060606063,0.18367346938775508,0.23076530612244897,0.41853145402575365,0.4270821070563376,0.4150141318274111,0.3165243499297907,0.3556134085723599,0.42114629467754466,0.3623142250530786,0.20048309178743962,0.036093418259023353,0.18895966029723993,0.36320855614973263,0.2228915662650603,0.0427807486631016,0.22459893048128343
518792,81.61909090909091,0.02727272727272727,13.018181818181818,0.18181818181818182,0.2636363636363636,0.16363636363636364,0.01818181818181818,110,0.14045454545454544,0.16022727272727272,,,,,,,,,,,,,,,,,,,,,0.0,0.50625,0.02564102564102564,83.18205128205128,39.0,0.0,85.51666666666667,18.0,0.0,82.78999999999999,10.0,0.0,81.53333333333333,6.0,0.125,79.6875,8.0,0.0,79.89999999999999,12.0,0.02127659574468085,82.1936170212766,0.031914893617021274,0.2872340425531915,11.904255319148936,0.1702127659574468,0.1702127659574468,94.0,0.27093208699571786,0.0,78.24375,0.0,0.125,19.5625,0.25,0.125,16.0,0.32255555555555554,0.1452127659574468,0.1528590425531915,0.11249999999999999,0.183984375,0.2719789915966387,0.2735511111111111,0.5247911111111112,0.19319999999999998,0.22687999999999997,0.23014285714285718,0.19035714285714286,0.10810810810810809,0.023809523809523808,0.21428571428571427,0.35083333333333333,0.0,0.0,0.16666666666666666
518934,86.77784431137724,0.023952095808383235,13.125748502994012,0.30538922155688625,0.3772455089820359,0.03592814371257485,0.011976047904191617,167,0.16736526946107785,0.17732035928143713,,,,,,,,,,,,,,,,,,,,,1.0,0.5267175572519084,0.02127659574468085,91.01702127659574,47.0,0.0,87.08108108108108,37.0,0.029411764705882353,82.87352941176471,34.0,0.0,81.37058823529412,17.0,0.0,80.32000000000001,5.0,0.0,92.06153846153846,13.0,0.018018018018018018,87.57567567567567,0.02702702702702703,0.40540540540540543,13.576576576576576,0.3333333333333333,0.036036036036036036,111.0,0.3683807719477251,0.0,85.19642857142857,0.017857142857142856,0.32142857142857145,12.232142857142858,0.25,0.03571428571428571,56.0,0.3008128078817734,0.1810810810810811,0.18992117117117116,0.14017857142857146,0.15234375,0.4245338999236058,0.2861875,0.31878392762328267,0.29533333333333334,0.36775,0.37957142857142856,0.32054945054945055,0.10714285714285715,0.02197802197802198,0.23076923076923078,0.2524074074074074,0.0,0.0,0.25925925925925924
519317,86.63728323699422,0.11849710982658959,20.00578034682081,0.3265895953757225,0.35260115606936415,0.17630057803468208,0.07225433526011561,346,0.22890173410404624,0.26520953757225435,87.4,0.23809523809523808,33.333333333333336,0.5238095238095238,0.38095238095238093,0.38095238095238093,0.047619047619047616,21.0,0.3666666666666667,0.32559523809523805,87.4,0.23809523809523808,33.333333333333336,0.5238095238095238,0.38095238095238093,0.38095238095238093,0.047619047619047616,21.0,0.3666666666666667,0.32559523809523805,1.0,0.4555735056542811,0.10476190476190476,86.13428571428572,105.0,0.03773584905660377,83.42830188679245,53.0,0.11764705882352941,88.84705882352941,51.0,0.06666666666666667,93.02333333333333,30.0,0.0,86.5551724137931,29.0,0.0,84.76785714285714,28.0,0.0823045267489712,86.58065843621398,0.12345679012345678,0.3374485596707819,19.59259259259259,0.3333333333333333,0.18518518518518517,243.0,0.5404867543030084,0.04854368932038835,86.77087378640776,0.10679611650485436,0.3883495145631068,20.980582524271846,0.3106796116504854,0.1553398058252427,103.0,0.42389887011267724,0.23106995884773662,0.27337962962962964,0.2237864077669903,0.24593446601941746,0.5668832276564436,0.3355407608695652,0.6612052188552189,0.5260726522187822,0.4645588837685612,0.3519814241486068,0.3698214285714286,0.3235294117647059,0.08928571428571429,0.34375,0.3514285714285714,0.24675324675324672,0.054945054945054944,0.2967032967032967
521692,84.03263041065482,0.07880133185349611,20.522752497225305,0.30077691453940064,0.28967813540510545,0.1853496115427303,0.03440621531631521,901,0.19778024417314094,0.23772891231964488,87.42857142857143,0.14285714285714285,29.285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,7.0,0.17857142857142858,0.20089285714285712,87.42857142857143,0.14285714285714285,29.285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,7.0,0.17857142857142858,0.20089285714285712,1.0,0.651685393258427,0.038910505836575876,85.0124513618677,257.0,0.04430379746835443,85.80822784810127,158.0,0.030303030303030304,84.72121212121213,132.0,0.01020408163265306,81.24489795918367,98.0,0.023809523809523808,82.03809523809524,42.0,0.05952380952380952,82.1952380952381,84.0,0.04296296296296296,84.2682962962963,0.08592592592592592,0.30074074074074075,19.562962962962963,0.30814814814814817,0.18222222222222223,675.0,0.4430530716248547,0.008849557522123894,83.3287610619469,0.05752212389380531,0.25663716814159293,23.38938053097345,0.27876106194690264,0.19469026548672566,226.0,0.3682558040491692,0.20370370370370372,0.2486759259259259,0.18008849557522125,0.20503318584070795,0.4745480803183161,0.41330495899541136,0.4198468608875808,0.3065729543007769,0.4422598194504062,0.4390465635345048,0.32448,0.24784482758620688,0.058,0.192,0.22916666666666666,0.09558823529411767,0.013888888888888888,0.2013888888888889
527038,81.36366322008863,0.023633677991137372,21.18168389955687,0.310192023633678,0.19497784342688332,0.14623338257016247,0.023633677991137372,677,0.15406203840472674,0.20574224519940915,,,,,,,,,,,,,,,,,,,,,1.0,0.5663716814159292,0.028985507246376812,82.5373188405797,276.0,0.017857142857142856,84.31785714285715,112.0,0.034482758620689655,78.8,87.0,0.014492753623188406,77.9608695652174,69.0,0.0,78.296,25.0,0.025,82.6925,40.0,0.021645021645021644,80.76233766233766,0.01948051948051948,0.1774891774891775,19.818181818181817,0.30303030303030304,0.14285714285714285,462.0,0.30287903221747287,0.027906976744186046,82.65581395348838,0.03255813953488372,0.23255813953488372,24.111627906976743,0.32558139534883723,0.15348837209302327,215.0,0.30723773030045354,0.14664502164502166,0.20974025974025975,0.17,0.1971511627906977,0.29809281074639205,0.33543624531040706,0.3041044817927171,0.3618900793650794,0.3813636363636364,0.15146666666666667,0.30136942675159234,0.13261648745519714,0.03184713375796178,0.18789808917197454,0.28788079470198674,0.15000000000000002,0.039735099337748346,0.19205298013245034
542194,82.11052631578947,0.05263157894736842,20.63157894736842,0.47368421052631576,0.3157894736842105,0.21052631578947367,0.0,19,0.2421052631578947,0.28092105263157896,82.11052631578947,0.05263157894736842,20.63157894736842,0.47368421052631576,0.3157894736842105,0.21052631578947367,0.0,19.0,0.2421052631578947,0.28092105263157896,82.11052631578947,0.05263157894736842,20.63157894736842,0.47368421052631576,0.3157894736842105,0.21052631578947367,0.0,19.0,0.2421052631578947,0.28092105263157896,1.0,0.6363636363636364,0.0,82.0,5.0,0.0,83.2,2.0,,,,,,,0.0,81.55,8.0,0.0,91.1,2.0,0.0,87.82,0.1,0.4,13.9,0.6,0.3,10.0,,0.0,75.76666666666667,0.0,0.2222222222222222,28.11111111111111,0.3333333333333333,0.1111111111111111,9.0,,0.325,0.34437500000000004,0.15,0.1534722222222222,,,,,,,0.3028571428571429,0.14285714285714285,0.0,0.42857142857142855,0.5866666666666667,0.0,0.0,0.3333333333333333
